1.000000000000000000e+00	8.409090000000000176e-01
2.000000000000000000e+00	8.122979999999999645e-01
3.000000000000000000e+00	7.638890000000000402e-01
4.000000000000000000e+00	7.487920000000000131e-01
5.000000000000000000e+00	7.276260000000001060e-01
6.000000000000000000e+00	7.248059999999999503e-01
7.000000000000000000e+00	7.246380000000001154e-01
8.000000000000000000e+00	7.222220000000000306e-01
9.000000000000000000e+00	7.190640000000000365e-01
1.000000000000000000e+01	7.142859999999999765e-01
1.100000000000000000e+01	7.131780000000000896e-01
1.200000000000000000e+01	7.125380000000000047e-01
1.300000000000000000e+01	7.094799999999998885e-01
1.400000000000000000e+01	7.072369999999998935e-01
1.500000000000000000e+01	6.929130000000001122e-01
1.600000000000000000e+01	6.904759999999999787e-01
1.700000000000000000e+01	6.888890000000000846e-01
1.800000000000000000e+01	6.865670000000000384e-01
1.900000000000000000e+01	6.864409999999999679e-01
2.000000000000000000e+01	6.750000000000000444e-01
2.100000000000000000e+01	6.742669999999999497e-01
2.200000000000000000e+01	6.741209999999999702e-01
2.300000000000000000e+01	6.666670000000000096e-01
2.400000000000000000e+01	6.637929999999999664e-01
2.500000000000000000e+01	6.568629999999999747e-01
2.600000000000000000e+01	6.553189999999999849e-01
2.700000000000000000e+01	6.545449999999999324e-01
2.800000000000000000e+01	6.543210000000000415e-01
2.900000000000000000e+01	6.527779999999999694e-01
3.000000000000000000e+01	6.503499999999999837e-01
3.100000000000000000e+01	6.497009999999999730e-01
3.200000000000000000e+01	6.428570000000000118e-01
3.300000000000000000e+01	6.418920000000000181e-01
3.400000000000000000e+01	6.418920000000000181e-01
3.500000000000000000e+01	6.408450000000001090e-01
3.600000000000000000e+01	6.382980000000000320e-01
3.700000000000000000e+01	6.369430000000000369e-01
3.800000000000000000e+01	6.367709999999999759e-01
3.900000000000000000e+01	6.355140000000000233e-01
4.000000000000000000e+01	6.350370000000000736e-01
4.100000000000000000e+01	6.334839999999999360e-01
4.200000000000000000e+01	6.325880000000000392e-01
4.300000000000000000e+01	6.317460000000000298e-01
4.400000000000000000e+01	6.315790000000000015e-01
4.500000000000000000e+01	6.312499999999999778e-01
4.600000000000000000e+01	6.301369999999999472e-01
4.700000000000000000e+01	6.298700000000000410e-01
4.800000000000000000e+01	6.284830000000000139e-01
4.900000000000000000e+01	6.265560000000000018e-01
5.000000000000000000e+01	6.241379999999999706e-01
5.100000000000000000e+01	6.216220000000000079e-01
5.200000000000000000e+01	6.201299999999999590e-01
5.300000000000000000e+01	6.185899999999999732e-01
5.400000000000000000e+01	6.174499999999999433e-01
5.500000000000000000e+01	6.161619999999999875e-01
5.600000000000000000e+01	6.158190000000000053e-01
5.700000000000000000e+01	6.153849999999999598e-01
5.800000000000000000e+01	6.151420000000000776e-01
5.900000000000000000e+01	6.121790000000000287e-01
6.000000000000000000e+01	6.079550000000000232e-01
6.100000000000000000e+01	6.079290000000000527e-01
6.200000000000000000e+01	6.076390000000000402e-01
6.300000000000000000e+01	6.066669999999999563e-01
6.400000000000000000e+01	6.040959999999999663e-01
6.500000000000000000e+01	6.025639999999999885e-01
6.600000000000000000e+01	6.015619999999999301e-01
6.700000000000000000e+01	5.999999999999999778e-01
6.800000000000000000e+01	5.991190000000000682e-01
6.900000000000000000e+01	5.945949999999999847e-01
7.000000000000000000e+01	5.944059999999999899e-01
7.100000000000000000e+01	5.937500000000000000e-01
7.200000000000000000e+01	5.931029999999999358e-01
7.300000000000000000e+01	5.919729999999999714e-01
7.400000000000000000e+01	5.917160000000000197e-01
7.500000000000000000e+01	5.916400000000000547e-01
7.600000000000000000e+01	5.915489999999999915e-01
7.700000000000000000e+01	5.900619999999999754e-01
7.800000000000000000e+01	5.899999999999999689e-01
7.900000000000000000e+01	5.892859999999999765e-01
8.000000000000000000e+01	5.887100000000000666e-01
8.100000000000000000e+01	5.886520000000000641e-01
8.200000000000000000e+01	5.873019999999999907e-01
8.300000000000000000e+01	5.862070000000000336e-01
8.400000000000000000e+01	5.844160000000000466e-01
8.500000000000000000e+01	5.838929999999999954e-01
8.600000000000000000e+01	5.774650000000000061e-01
8.700000000000000000e+01	5.755400000000000515e-01
8.800000000000000000e+01	5.755400000000000515e-01
8.900000000000000000e+01	5.694440000000000612e-01
9.000000000000000000e+01	5.692309999999999315e-01
9.100000000000000000e+01	5.654010000000000424e-01
9.200000000000000000e+01	5.652170000000000805e-01
9.300000000000000000e+01	5.630249999999999977e-01
9.400000000000000000e+01	5.629140000000000255e-01
9.500000000000000000e+01	5.620920000000000361e-01
9.600000000000000000e+01	5.618729999999999558e-01
9.700000000000000000e+01	5.618370000000000308e-01
9.800000000000000000e+01	5.616879999999999651e-01
9.900000000000000000e+01	5.588239999999999874e-01
1.000000000000000000e+02	5.586210000000000342e-01
1.010000000000000000e+02	5.582820000000000560e-01
1.020000000000000000e+02	5.581399999999999695e-01
1.030000000000000000e+02	5.578229999999999578e-01
1.040000000000000000e+02	5.569619999999999571e-01
1.050000000000000000e+02	5.566039999999999877e-01
1.060000000000000000e+02	5.555559999999999388e-01
1.070000000000000000e+02	5.541399999999999659e-01
1.080000000000000000e+02	5.539570000000000327e-01
1.090000000000000000e+02	5.538459999999999495e-01
1.100000000000000000e+02	5.537459999999999605e-01
1.110000000000000000e+02	5.527159999999999851e-01
1.120000000000000000e+02	5.522390000000000354e-01
1.130000000000000000e+02	5.516130000000000200e-01
1.140000000000000000e+02	5.500000000000000444e-01
1.150000000000000000e+02	5.479450000000000154e-01
1.160000000000000000e+02	5.451259999999999994e-01
1.170000000000000000e+02	5.449100000000000055e-01
1.180000000000000000e+02	5.401460000000000150e-01
1.190000000000000000e+02	5.395680000000000476e-01
1.200000000000000000e+02	5.368730000000000446e-01
1.210000000000000000e+02	5.365849999999999786e-01
1.220000000000000000e+02	5.298009999999999664e-01
1.230000000000000000e+02	5.284550000000000081e-01
1.240000000000000000e+02	5.263160000000000061e-01
1.250000000000000000e+02	5.250000000000000222e-01
1.260000000000000000e+02	5.176469999999999683e-01
1.270000000000000000e+02	5.174830000000000263e-01
1.280000000000000000e+02	5.142860000000000209e-01
1.290000000000000000e+02	5.108359999999999568e-01
1.300000000000000000e+02	5.105490000000000306e-01
1.310000000000000000e+02	5.094339999999999424e-01
1.320000000000000000e+02	5.089289999999999647e-01
1.330000000000000000e+02	5.084750000000000103e-01
1.340000000000000000e+02	5.071430000000000105e-01
1.350000000000000000e+02	5.065500000000000558e-01
1.360000000000000000e+02	5.034009999999999874e-01
1.370000000000000000e+02	5.000000000000000000e-01
1.380000000000000000e+02	5.000000000000000000e-01
1.390000000000000000e+02	5.000000000000000000e-01
1.400000000000000000e+02	5.000000000000000000e-01
1.410000000000000000e+02	4.984029999999999849e-01
1.420000000000000000e+02	4.958679999999999755e-01
1.430000000000000000e+02	4.953849999999999643e-01
1.440000000000000000e+02	4.941630000000000189e-01
1.450000000000000000e+02	4.940829999999999944e-01
1.460000000000000000e+02	4.939020000000000077e-01
1.470000000000000000e+02	4.927539999999999698e-01
1.480000000000000000e+02	4.904460000000000486e-01
1.490000000000000000e+02	4.874649999999999817e-01
1.500000000000000000e+02	4.872730000000000117e-01
1.510000000000000000e+02	4.864860000000000295e-01
1.520000000000000000e+02	4.855069999999999664e-01
1.530000000000000000e+02	4.838709999999999400e-01
1.540000000000000000e+02	4.806869999999999754e-01
1.550000000000000000e+02	4.799999999999999822e-01
1.560000000000000000e+02	4.798660000000000148e-01
1.570000000000000000e+02	4.782609999999999917e-01
1.580000000000000000e+02	4.779869999999999397e-01
1.590000000000000000e+02	4.769230000000000413e-01
1.600000000000000000e+02	4.753620000000000068e-01
1.610000000000000000e+02	4.745759999999999978e-01
1.620000000000000000e+02	4.739880000000000204e-01
1.630000000000000000e+02	4.728430000000000133e-01
1.640000000000000000e+02	4.715449999999999919e-01
1.650000000000000000e+02	4.677419999999999911e-01
1.660000000000000000e+02	4.649679999999999924e-01
1.670000000000000000e+02	4.640520000000000200e-01
1.680000000000000000e+02	4.620250000000000190e-01
1.690000000000000000e+02	4.600759999999999850e-01
1.700000000000000000e+02	4.579710000000000170e-01
1.710000000000000000e+02	4.569539999999999713e-01
1.720000000000000000e+02	4.567159999999999553e-01
1.730000000000000000e+02	4.561399999999999899e-01
1.740000000000000000e+02	4.523810000000000331e-01
1.750000000000000000e+02	4.510490000000000332e-01
1.760000000000000000e+02	4.503309999999999813e-01
1.770000000000000000e+02	4.403970000000000384e-01
1.780000000000000000e+02	4.402519999999999767e-01
1.790000000000000000e+02	4.397159999999999958e-01
1.800000000000000000e+02	4.392860000000000098e-01
1.810000000000000000e+02	4.366669999999999718e-01
1.820000000000000000e+02	4.361369999999999969e-01
1.830000000000000000e+02	4.355830000000000535e-01
1.840000000000000000e+02	4.344830000000000081e-01
1.850000000000000000e+02	4.290539999999999909e-01
1.860000000000000000e+02	4.267519999999999647e-01
1.870000000000000000e+02	4.255319999999999658e-01
1.880000000000000000e+02	4.236760000000000526e-01
1.890000000000000000e+02	4.228399999999999936e-01
1.900000000000000000e+02	4.228190000000000004e-01
1.910000000000000000e+02	4.218750000000000000e-01
1.920000000000000000e+02	4.210530000000000106e-01
1.930000000000000000e+02	4.173910000000000120e-01
1.940000000000000000e+02	4.169610000000000261e-01
1.950000000000000000e+02	4.166670000000000096e-01
1.960000000000000000e+02	4.133330000000000060e-01
1.970000000000000000e+02	4.074069999999999636e-01
1.980000000000000000e+02	4.057970000000000188e-01
1.990000000000000000e+02	4.032260000000000288e-01
2.000000000000000000e+02	3.984960000000000169e-01
2.010000000000000000e+02	3.973510000000000097e-01
2.020000000000000000e+02	3.968749999999999778e-01
2.030000000000000000e+02	3.961040000000000116e-01
2.040000000000000000e+02	3.960400000000000031e-01
2.050000000000000000e+02	3.951049999999999840e-01
2.060000000000000000e+02	3.945580000000000198e-01
2.070000000000000000e+02	3.915659999999999696e-01
2.080000000000000000e+02	3.910260000000000402e-01
2.090000000000000000e+02	3.880599999999999605e-01
2.100000000000000000e+02	3.819440000000000057e-01
2.110000000000000000e+02	3.783779999999999921e-01
2.120000000000000000e+02	3.750000000000000000e-01
2.130000000000000000e+02	3.732390000000000430e-01
2.140000000000000000e+02	3.727810000000000290e-01
2.150000000000000000e+02	3.674120000000000164e-01
2.160000000000000000e+02	3.636359999999999593e-01
2.170000000000000000e+02	3.616070000000000118e-01
2.180000000000000000e+02	3.594769999999999910e-01
2.190000000000000000e+02	3.589739999999999598e-01
2.200000000000000000e+02	3.585530000000000106e-01
2.210000000000000000e+02	3.566429999999999878e-01
2.220000000000000000e+02	3.513510000000000244e-01
2.230000000000000000e+02	3.499999999999999778e-01
2.240000000000000000e+02	3.478260000000000240e-01
2.250000000000000000e+02	3.460210000000000230e-01
2.260000000000000000e+02	3.378379999999999717e-01
2.270000000000000000e+02	3.370790000000000175e-01
2.280000000000000000e+02	3.364489999999999981e-01
2.290000000000000000e+02	3.355259999999999909e-01
2.300000000000000000e+02	3.344369999999999843e-01
2.310000000000000000e+02	3.333329999999999904e-01
2.320000000000000000e+02	3.333329999999999904e-01
2.330000000000000000e+02	3.275859999999999883e-01
2.340000000000000000e+02	3.225810000000000066e-01
2.350000000000000000e+02	3.192180000000000017e-01
2.360000000000000000e+02	3.133330000000000282e-01
2.370000000000000000e+02	3.122920000000000140e-01
2.380000000000000000e+02	3.103450000000000375e-01
2.390000000000000000e+02	3.088239999999999874e-01
2.400000000000000000e+02	3.050849999999999951e-01
2.410000000000000000e+02	3.043480000000000074e-01
2.420000000000000000e+02	2.999999999999999889e-01
2.430000000000000000e+02	2.982460000000000111e-01
2.440000000000000000e+02	2.857140000000000235e-01
2.450000000000000000e+02	2.843140000000000112e-01
2.460000000000000000e+02	2.813559999999999950e-01
2.470000000000000000e+02	2.797200000000000242e-01
2.480000000000000000e+02	2.711859999999999826e-01
2.490000000000000000e+02	2.683820000000000094e-01
2.500000000000000000e+02	2.564099999999999713e-01
2.510000000000000000e+02	2.539679999999999715e-01
2.520000000000000000e+02	2.466669999999999974e-01
2.530000000000000000e+02	2.380950000000000011e-01
2.540000000000000000e+02	2.374999999999999889e-01
2.550000000000000000e+02	2.358490000000000031e-01
2.560000000000000000e+02	2.292990000000000028e-01
2.570000000000000000e+02	2.290079999999999893e-01
2.580000000000000000e+02	2.125979999999999814e-01
2.590000000000000000e+02	1.858110000000000039e-01
2.600000000000000000e+02	1.640619999999999856e-01
2.610000000000000000e+02	1.107490000000000002e-01
2.620000000000000000e+02	1.071430000000000021e-01
2.630000000000000000e+02	7.886440000000000117e-02
